Run,Iteration,agent-0,agent-1,agent-2,agent-3,agent-4,agent-5,agent-6,agent-7,agent-8,agent-9,agent-10,agent-11,agent-12,agent-13,agent-14,agent-15,agent-16,agent-17,agent-18,agent-19,agent-20,agent-21,agent-22,agent-23,agent-24,agent-25,agent-26,agent-27,agent-28,agent-29,agent-30,agent-31,agent-32,agent-33,agent-34,agent-35,agent-36,agent-37,agent-38,agent-39,agent-40,agent-41,agent-42,agent-43,agent-44,agent-45,agent-46,agent-47,agent-48,agent-49,agent-50,agent-51,agent-52,agent-53,agent-54,agent-55,agent-56,agent-57,agent-58,agent-59,agent-60,agent-61,agent-62,agent-63,agent-64,agent-65,agent-66,agent-67,agent-68,agent-69,agent-70,agent-71,agent-72,agent-73,agent-74,agent-75,agent-76,agent-77,agent-78,agent-79,agent-80,agent-81,agent-82,agent-83,agent-84,agent-85,agent-86,agent-87,agent-88,agent-89,agent-90,agent-91,agent-92,agent-93,agent-94,agent-95,agent-96,agent-97,agent-98,agent-99
0,10,6,3,2,3,2,2,2,3,2,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,7,3,1,3,2,2,2,2,3,2,2,2,2,3,2,3,1,3,2,6,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,2,1,5,2,2,2,2,1,2
0,11,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,7,3,1,9,2,2,2,2,3,2,2,2,2,3,2,3,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,2,1,2
0,12,6,3,2,3,2,2,2,3,3,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,3,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,13,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,3,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,14,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,15,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,16,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,17,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,18,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,19,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,20,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,21,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,22,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,23,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,24,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,25,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,26,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,27,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,28,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,29,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,30,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,31,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,32,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,33,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,34,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,35,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,36,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,37,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,38,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
0,39,6,3,2,3,2,2,2,3,5,3,8,3,2,1,2,1,3,2,2,3,2,1,1,1,1,2,2,3,1,5,8,9,3,2,2,3,1,3,3,9,8,3,1,3,5,2,2,3,3,6,7,3,3,1,9,2,2,2,2,3,2,2,2,2,3,1,1,1,3,2,5,7,8,1,2,1,4,1,2,1,3,2,2,1,2,3,1,3,1,2,2,3,1,5,2,2,2,1,1,2
1,0,2,9,6,2,4,1,2,5,6,8,6,3,5,6,4,6,1,3,6,5,6,3,6,6,2,3,2,1,8,7,5,3,2,8,5,6,0,3,4,1,9,6,5,0,8,0,7,1,1,0,1,3,1,8,1,3,4,1,2,3,3,1,1,8,5,3,3,2,3,2,5,1,2,1,2,1,1,8,2,3,9,1,2,2,9,2,1,1,1,3,2,8,2,3,2,2,3,2,3,3
1,1,2,9,6,2,4,1,2,1,1,1,1,2,3,1,1,1,3,3,3,1,1,2,2,3,2,3,2,2,1,3,1,2,2,2,2,3,2,3,4,1,9,6,5,0,8,0,7,1,1,0,1,3,1,3,1,2,2,1,2,2,3,2,1,3,1,1,3,1,3,2,5,1,2,1,2,1,1,1,1,3,1,1,2,2,3,2,1,1,1,3,2,3,2,3,2,2,3,2,7,3
1,2,8,3,2,6,1,1,2,1,1,1,1,2,3,1,1,1,3,3,3,1,1,2,2,3,2,3,2,2,1,3,1,2,2,2,2,3,2,3,8,9,3,2,2,1,1,6,2,1,5,9,1,5,3,3,1,2,2,1,2,2,3,2,1,3,1,1,3,1,3,8,1,7,7,2,2,7,1,1,1,3,1,1,2,2,3,7,1,1,3,3,2,3,2,6,1,2,3,1,7,1
1,3,8,3,2,6,1,1,2,1,1,1,1,2,3,1,1,1,3,3,3,1,1,2,3,6,2,1,2,2,1,3,1,2,8,3,7,2,1,3,8,9,3,2,2,1,1,6,2,1,5,9,1,5,3,3,1,2,2,1,2,2,3,3,1,1,1,1,3,1,3,8,1,7,7,2,2,7,1,1,1,3,1,1,2,2,9,7,1,1,3,3,2,3,2,6,1,2,1,1,3,2
1,4,2,2,2,6,1,1,2,1,1,1,1,2,3,1,1,1,3,3,3,2,1,2,3,6,2,1,2,9,1,3,1,2,8,3,7,2,1,3,8,9,3,2,2,1,1,6,2,1,5,9,3,3,3,3,1,2,2,1,2,2,3,3,1,2,1,1,3,1,3,8,1,7,7,2,2,1,1,1,1,3,3,1,2,2,9,7,1,1,3,3,2,3,2,6,1,2,1,1,3,9
1,5,2,3,2,6,3,1,2,1,1,1,1,2,3,1,1,1,3,3,3,2,1,2,3,6,2,1,2,9,1,3,1,2,8,3,7,2,1,3,8,9,3,2,2,1,1,1,3,1,5,4,3,3,3,3,1,2,2,1,2,2,3,3,1,2,1,1,3,1,3,8,1,7,7,2,2,7,1,1,1,3,3,1,2,2,9,7,1,1,3,3,2,3,2,6,1,2,1,1,3,9
1,6,2,3,2,6,3,3,2,1,1,1,1,2,3,1,1,1,9,3,3,2,3,2,3,6,2,1,2,9,1,3,1,2,8,3,7,2,1,3,8,9,3,2,2,1,1,1,3,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,1,2,1,1,3,1,3,8,1,7,7,2,2,7,1,1,1,3,3,1,2,2,9,7,1,1,3,3,2,3,2,6,1,2,1,1,3,9
1,7,2,3,2,6,3,3,2,1,1,1,1,2,3,1,1,1,9,3,3,2,3,2,3,6,2,1,2,9,1,3,1,2,8,3,7,2,1,3,2,9,2,9,4,1,1,1,3,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,1,2,1,1,3,1,3,8,1,7,7,2,2,7,1,1,1,3,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,8,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,4,1,1,1,3,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,4,1,1,3,1,3,8,1,7,7,2,2,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,9,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,4,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,4,1,1,3,1,3,8,1,7,2,2,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,10,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,4,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,4,1,1,3,1,3,8,1,1,2,2,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,11,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,4,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,4,1,3,3,1,3,8,1,1,2,2,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,12,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,4,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,4,1,3,3,1,3,2,1,1,2,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,13,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,4,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,9,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,14,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,15,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,16,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,17,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,18,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,19,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,20,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,21,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
1,22,2,3,2,6,3,3,2,1,1,1,1,2,3,3,1,1,9,3,3,2,3,2,1,6,2,1,2,9,1,3,1,2,8,3,2,2,1,3,2,9,2,9,0,1,1,1,2,1,5,4,3,3,3,3,1,2,2,1,3,2,3,3,2,3,1,3,3,1,3,2,1,1,3,3,3,7,1,1,1,7,3,1,2,2,9,2,1,1,3,3,2,3,2,6,1,2,1,1,3,3
